"ab_idx","chain","V gene","source"
"8296","H","IGHV3-30","collected"
"8296","L","IGLV3-21","collected"
"8297","H","IGHV4-4","collected"
"8297","L","IGKV1-39","collected"
"8298","H","IGHV3-9","collected"
"8298","L","IGLV1-44","collected"
"8299","H","IGHV3-9","collected"
"8299","L","IGLV2-14","collected"
"829","H","IGHV3-13","collected"
"829","L","IGKV1-39","collected"
"82","H","IGHV2-5","collected"
"82","L","IGLV1-44","collected"
"8300","H","IGHV1-58","collected"
"8300","L","IGKV3D-20","collected"
"8301","H","IGHV2-5","collected"
"8301","L","IGLV2-14","collected"
"8302","H","IGHV3-11","collected"
"8302","L","IGLV1-51","collected"
"8303","H","IGHV3-30","collected"
"8303","L","IGKV3D-20","collected"
"8304","H","IGHV1-69","collected"
"8304","L","IGKV3D-20","collected"
"8305","H","IGHV3-7","collected"
"8305","L","IGLV3-25","collected"
"8306","H","IGHV1-58","collected"
"8306","L","IGKV3D-20","collected"
"8307","H","IGHV4-39","collected"
"8307","L","IGKV4-1","collected"
"8308","H","IGHV3-48","collected"
"8308","L","IGKV6-21","collected"
"8309","H","IGHV3-21","collected"
"8309","L","IGLV1-44","collected"
"830","H","IGHV3-66","collected"
"830","L","IGLV3-21","collected"
"8310","H","IGHV2-70","collected"
"8310","L","IGLV3-25","collected"
"8311","H","IGHV3-9","collected"
"8311","L","IGLV2-14","collected"
"8312","H","IGHV3-33","collected"
"8312","L","IGKV1-39","collected"
"8313","H","IGHV3-66","collected"
"8313","L","IGLV2-8","collected"
"8314","H","IGHV1-58","collected"
"8314","L","IGKV3D-20","collected"
"8315","H","IGHV2-5","collected"
"8315","L","IGLV2-14","collected"
"8316","H","IGHV1-69","collected"
"8316","L","IGKV4-1","collected"
"8317","H","IGHV4-39","collected"
"8317","L","IGLV3-25","collected"
"8318","H","IGHV5-51","collected"
"8318","L","IGLV2-14","collected"
"8319","H","IGHV7-4-1","collected"
"8319","L","IGKV3-11","collected"
"831","H","IGHV4-39","collected"
"831","L","IGLV2-8","collected"
"8320","H","IGHV3-66","collected"
"8320","L","IGKV1-27","collected"
"8321","H","IGHV7-4-1","collected"
"8321","L","IGKV3-11","collected"
"8322","H","IGHV1-58","collected"
"8322","L","IGKV3D-20","collected"
"8323","H","IGHV3-7","collected"
"8323","L","IGKV1-39","collected"
"8324","H","IGHV3-30","collected"
"8324","L","IGKV1-39","collected"
"8325","H","IGHV3-13","collected"
"8325","L","IGKV3-15","collected"
"8326","H","IGHV2-70","collected"
"8326","L","IGKV3D-20","collected"
"8327","H","IGHV1-18","collected"
"8327","L","IGKV6-21","collected"
"8328","H","IGHV3-21","collected"
"8328","L","IGKV1-5","collected"
"8329","H","IGHV4-4","collected"
"8329","L","IGKV1-39","collected"
"832","H","IGHV5-51","collected"
"832","L","IGLV1-44","collected"
"8330","H","IGHV3-13","collected"
"8330","L","IGKV1-39","collected"
"8331","H","IGHV2-26","collected"
"8331","L","IGLV3-25","collected"
"8332","H","IGHV7-4-1","collected"
"8332","L","IGKV4-1","collected"
"8333","H","IGHV1-58","collected"
"8333","L","IGKV3D-20","collected"
"8334","H","IGHV3-30","collected"
"8334","L","IGKV1-39","collected"
"8335","H","IGHV1-3","collected"
"8335","L","IGKV1-5","collected"
"8336","H","IGHV3-69-1","collected"
"8336","L","IGLV2-14","collected"
"8337","H","IGHV7-4-1","collected"
"8337","L","IGLV3-21","collected"
"8338","H","IGHV3-9","collected"
"8338","L","IGLV2-14","collected"
"8339","H","IGHV1-69","collected"
"8339","L","IGKV1-39","collected"
"833","H","IGHV3-33","collected"
"833","L","IGLV1-44","collected"
"8340","H","IGHV1-69","collected"
"8340","L","IGLV1-40","collected"
"8341","H","IGHV3-30","collected"
"8341","L","IGKV1-39","collected"
"8342","H","IGHV1-69","collected"
"8342","L","IGKV1-27","collected"
"8343","H","IGHV1-69","collected"
"8343","L","IGLV1-40","collected"
"8344","H","IGHV3-13","collected"
"8344","L","IGKV1-39","collected"
"8345","H","IGHV1-58","collected"
"8345","L","IGLV3-25","collected"
"8346","H","IGHV1-24","collected"
"8346","L","IGKV3D-20","collected"
"8347","H","IGHV1-69","collected"
"8347","L","IGLV1-40","collected"
"8348","H","IGHV3-30","collected"
"8348","L","IGKV1-5","collected"
"8349","H","IGHV2-70","collected"
"8349","L","IGLV3-25","collected"
"834","H","IGHV4-39","collected"
"834","L","IGLV1-40","collected"
"8350","H","IGHV3-30","collected"
"8350","L","IGKV1-39","collected"
"8351","H","IGHV1-69","collected"
"8351","L","IGKV1-39","collected"
"8352","H","IGHV3-13","collected"
"8352","L","IGKV1-39","collected"
"8353","H","IGHV2-5","collected"
"8353","L","IGLV2-14","collected"
"8354","H","IGHV1-58","collected"
"8354","L","IGKV3D-20","collected"
"8355","H","IGHV2-5","collected"
"8355","L","IGLV3-25","collected"
"8356","H","IGHV4-39","collected"
"8356","L","IGLV1-40","collected"
"8357","H","IGHV3-9","collected"
"8357","L","IGKV3-11","collected"
"8358","H","IGHV3-33","collected"
"8358","L","IGLV1-51","collected"
"8359","H","IGHV3-30","collected"
"8359","L","IGKV1-39","collected"
"835","H","IGHV3-30","collected"
"835","L","IGLV6-57","collected"
"8360","H","IGHV3-13","collected"
"8360","L","IGKV1-39","collected"
"8361","H","IGHV4-39","collected"
"8361","L","IGLV1-40","collected"
"8362","H","IGHV3-30","collected"
"8362","L","IGKV1-39","collected"
"8363","H","IGHV3-13","collected"
"8363","L","IGKV1-39","collected"
"8364","H","IGHV3-30","collected"
"8364","L","IGKV1-39","collected"
"8365","H","IGHV3-9","collected"
"8365","L","IGLV3-21","collected"
"8366","H","IGHV3-13","collected"
"8366","L","IGKV1-39","collected"
"8367","H","IGHV4-31","collected"
"8367","L","IGLV3-21","collected"
"8368","H","IGHV3-13","collected"
"8368","L","IGKV1-39","collected"
"8369","H","IGHV4-31","collected"
"8369","L","IGLV3-21","collected"
"836","H","IGHV3-66","collected"
"836","L","IGLV3-21","collected"
"8370","H","IGHV3-13","collected"
"8370","L","IGKV1-39","collected"
"8371","H","IGHV3-30","collected"
"8371","L","IGKV1-39","collected"
"8372","H","IGHV4-59","collected"
"8372","L","IGKV1-5","collected"
"8373","H","IGHV3-33","collected"
"8373","L","IGKV1-39","collected"
"8374","H","IGHV3-13","collected"
"8374","L","IGKV1-39","collected"
"8375","H","IGHV1-69","collected"
"8375","L","IGLV1-40","collected"
"8376","H","IGHV2-70","collected"
"8376","L","IGKV3D-20","collected"
"8377","H","IGHV1-69","collected"
"8377","L","IGLV1-44","collected"
"8378","H","IGHV3-13","collected"
"8378","L","IGKV1-39","collected"
"8379","H","IGHV1-58","collected"
"8379","L","IGKV3D-20","collected"
"837","H","IGHV4-31","collected"
"837","L","IGLV1-51","collected"
"8380","H","IGHV3-33","collected"
"8380","L","IGKV1-39","collected"
"8381","H","IGHV3-13","collected"
"8381","L","IGKV1-39","collected"
"8382","H","IGHV4-39","collected"
"8382","L","IGLV1-40","collected"
"8383","H","IGHV1-58","collected"
"8383","L","IGKV3D-20","collected"
"8384","H","IGHV3-30","collected"
"8384","L","IGKV1-39","collected"
"8385","H","IGHV2-5","collected"
"8385","L","IGLV2-8","collected"
"8386","H","IGHV1-69","collected"
"8386","L","IGKV1-39","collected"
"8387","H","IGHV1-69","collected"
"8387","L","IGLV1-40","collected"
"8388","H","IGHV4-39","collected"
"8388","L","IGLV6-57","collected"
"8389","H","IGHV1-18","collected"
"8389","L","IGLV3-25","collected"
"838","H","IGHV1-58","collected"
"838","L","IGKV3D-20","collected"
"8390","H","IGHV3-23","collected"
"8390","L","IGKV1-39","collected"
"8391","H","IGHV3-64D","collected"
"8391","L","IGKV1-39","collected"
"8392","H","IGHV3-13","collected"
"8392","L","IGKV1-39","collected"
"8393","H","IGHV4-61","collected"
"8393","L","IGLV3-25","collected"
"8394","H","IGHV1-69","collected"
"8394","L","IGKV4-1","collected"
"8395","H","IGHV1-58","collected"
"8395","L","IGKV3D-20","collected"
"8396","H","IGHV3-30","collected"
"8396","L","IGKV1-39","collected"
"8397","H","IGHV5-10-1","collected"
"8397","L","IGLV7-46","collected"
"8398","H","IGHV1-18","collected"
"8398","L","IGLV3-25","collected"
"8399","H","IGHV1-69","collected"
"8399","L","IGLV1-40","collected"
"839","H","IGHV1-18","collected"
"839","L","IGLV1-47","collected"
"83","H","IGHV1-18","collected"
"83","L","IGLV2-8","collected"
"8400","H","IGHV2-70","collected"
"8400","L","IGKV3D-20","collected"
"8401","H","IGHV3-66","collected"
"8401","L","IGLV3-25","collected"
"8402","H","IGHV5-51","collected"
"8402","L","IGKV2D-29","collected"
"8403","H","IGHV1-69","collected"
"8403","L","IGKV1-33","collected"
"8404","H","IGHV3-30","collected"
"8404","L","IGKV1D-13","collected"
"8405","H","IGHV3-53","collected"
"8405","L","IGKV1-13","collected"
"8406","H","IGHV3-30","collected"
"8406","L","IGKV1-39","collected"
"8407","H","IGHV3-53","collected"
"8407","L","IGKV1-9","collected"
"8408","H","IGHV2-5","collected"
"8408","L","IGKV1-12","collected"
"8409","H","IGHV3-30","collected"
"8409","L","IGLV1-40","collected"
"840","H","IGHV3-53","collected"
"840","L","IGKV1-9","collected"
"8410","H","IGHV1-69","collected"
"8410","L","IGLV1-40","collected"
"8411","H","IGHV1-69","collected"
"8411","L","IGLV1-40","collected"
"8412","H","IGHV1-3","collected"
"8412","L","IGLV2-11","collected"
"8413","H","IGHV3-13","collected"
"8413","L","IGKV1-39","collected"
"8414","H","IGHV4-61","collected"
"8414","L","IGLV3-25","collected"
"8415","H","IGHV3-30","collected"
"8415","L","IGKV3-11","collected"
"8416","H","IGHV1-69","collected"
"8416","L","IGLV1-40","collected"
"8417","H","IGHV1-3","collected"
"8417","L","IGLV1-47","collected"
"8418","H","IGHV3-13","collected"
"8418","L","IGKV3-15","collected"
"8419","H","IGHV3-30","collected"
"8419","L","IGLV1-40","collected"
"841","H","IGHV3-53","collected"
"841","L","IGLV3-21","collected"
"8420","H","IGHV3-33","collected"
"8420","L","IGKV1-39","collected"
"8421","H","IGHV3-64","collected"
"8421","L","IGLV3-21","collected"
"8422","H","IGHV2-70","collected"
"8422","L","IGKV3D-20","collected"
"8423","H","IGHV3-13","collected"
"8423","L","IGKV1-39","collected"
"8424","H","IGHV3-9","collected"
"8424","L","IGLV3-21","collected"
"8425","H","IGHV5-51","collected"
"8425","L","IGKV2D-29","collected"
"8426","H","IGHV1-69","collected"
"8426","L","IGLV1-40","collected"
"8427","H","IGHV4-30-4","collected"
"8427","L","IGLV2-14","collected"
"8428","H","IGHV1-3","collected"
"8428","L","IGLV2-11","collected"
"8429","H","IGHV7-4-1","collected"
"8429","L","IGKV1-9","collected"
"842","H","IGHV4-39","collected"
"842","L","IGLV1-51","collected"
"8430","H","IGHV1-46","collected"
"8430","L","IGLV3-21","collected"
"8431","H","IGHV5-51","collected"
"8431","L","IGLV3-21","collected"
"8432","H","IGHV1-58","collected"
"8432","L","IGKV3D-20","collected"
"8433","H","IGHV3-15","collected"
"8433","L","IGLV1-47","collected"
"8434","H","IGHV2-70","collected"
"8434","L","IGKV1-39","collected"
"8435","H","IGHV3-30","collected"
"8435","L","IGLV3-21","collected"
"8436","H","IGHV3-9","collected"
"8436","L","IGLV3-21","collected"
"8437","H","IGHV3-33","collected"
"8437","L","IGKV1-33","collected"
"8438","H","IGHV1-46","collected"
"8438","L","IGLV3-21","collected"
"8439","H","IGHV3-13","collected"
"8439","L","IGKV1-39","collected"
"843","H","IGHV3-15","collected"
"843","L","IGLV7-46","collected"
"8440","H","IGHV1-69","collected"
"8440","L","IGLV1-40","collected"
"8441","H","IGHV4-31","collected"
"8441","L","IGLV3-21","collected"
"8442","H","IGHV3-30","collected"
"8442","L","IGLV1-44","collected"
"8443","H","IGHV3-30","collected"
"8443","L","IGKV1-39","collected"
"8444","H","IGHV1-18","collected"
"8444","L","IGLV3-25","collected"
"8445","H","IGHV3-23","collected"
"8445","L","IGLV3-21","collected"
"8446","H","IGHV3-33","collected"
"8446","L","IGLV1-40","collected"
"8447","H","IGHV1-69","collected"
"8447","L","IGLV3-21","collected"
"8448","H","IGHV1-69","collected"
"8448","L","IGLV3-1","collected"
"8449","H","IGHV3-43D","collected"
"8449","L","IGLV1-44","collected"
"844","H","IGHV4-39","collected"
"844","L","IGLV1-51","collected"
"8450","H","IGHV3-30","collected"
"8450","L","IGLV3-21","collected"
"8451","H","IGHV4-59","collected"
"8451","L","IGKV3D-20","collected"
"8452","H","IGHV1-69","collected"
"8452","L","IGKV4-1","collected"
"8453","H","IGHV4-31","collected"
"8453","L","IGKV3-11","collected"
"8454","H","IGHV4-30-4","collected"
"8454","L","IGLV2-23","collected"
"8455","H","IGHV5-51","collected"
"8455","L","IGLV2-14","collected"
"8456","H","IGHV4-31","collected"
"8456","L","IGKV3-11","collected"
"8457","H","IGHV3-30","collected"
"8457","L","IGLV3-21","collected"
"8458","H","IGHV1-18","collected"
"8458","L","IGKV3-15","collected"
"8459","H","IGHV1-46","collected"
"8459","L","IGLV3-21","collected"
"845","H","IGHV3-7","collected"
"845","L","IGLV6-57","collected"
"8460","H","IGHV3-33","collected"
"8460","L","IGKV2-30","collected"
"8461","H","IGHV7-4-1","collected"
"8461","L","IGLV3-21","collected"
"8462","H","IGHV4-31","collected"
"8462","L","IGLV3-25","collected"
"8463","H","IGHV7-4-1","collected"
"8463","L","IGLV3-21","collected"
"8464","H","IGHV1-46","collected"
"8464","L","IGLV6-57","collected"
"8465","H","IGHV4-34","collected"
"8465","L","IGLV10-54","collected"
"8466","H","IGHV3-30","collected"
"8466","L","IGKV1-33","collected"
"8467","H","IGHV3-30","collected"
"8467","L","IGLV3-21","collected"
"8468","H","IGHV5-51","collected"
"8468","L","IGKV3D-20","collected"
"8469","H","IGHV3-9","collected"
"8469","L","IGLV3-21","collected"
"846","H","IGHV3-7","collected"
"846","L","IGLV6-57","collected"
"8470","H","IGHV3-9","collected"
"8470","L","IGKV1-39","collected"
"8471","H","IGHV4-31","collected"
"8471","L","IGKV3-11","collected"
"8472","H","IGHV3-48","collected"
"8472","L","IGLV3-21","collected"
"8473","H","IGHV3-30","collected"
"8473","L","IGLV3-21","collected"
"8474","H","IGHV1-18","collected"
"8474","L","IGLV1-47","collected"
"8475","H","IGHV3-9","collected"
"8475","L","IGKV1-12","collected"
"8476","H","IGHV1-69","collected"
"8476","L","IGKV3D-20","collected"
"8477","H","IGHV3-23","collected"
"8477","L","IGKV1-5","collected"
"8478","H","IGHV5-51","collected"
"8478","L","IGKV2D-29","collected"
"8479","H","IGHV3-30","collected"
"8479","L","IGKV3-11","collected"
"847","H","IGHV4-39","collected"
"847","L","IGKV3-11","collected"
"8480","H","IGHV3-49","collected"
"8480","L","IGKV3D-20","collected"
"8481","H","IGHV3-30","collected"
"8481","L","IGLV3-25","collected"
"8482","H","IGHV3-30","collected"
"8482","L","IGLV3-21","collected"
"8483","H","IGHV5-51","collected"
"8483","L","IGLV1-44","collected"
"8484","H","IGHV3-23","collected"
"8484","L","IGKV1-5","collected"
"8485","H","IGHV4-4","collected"
"8485","L","IGKV4-1","collected"
"8486","H","IGHV2-70","collected"
"8486","L","IGLV1-44","collected"
"8487","H","IGHV4-59","collected"
"8487","L","IGKV4-1","collected"
"8488","H","IGHV2-70","collected"
"8488","L","IGLV3-25","collected"
"8489","H","IGHV2-5","collected"
"8489","L","IGLV1-40","collected"
"848","H","IGHV3-15","collected"
"848","L","IGKV1-39","collected"
"8490","H","IGHV3-9","collected"
"8490","L","IGLV2-14","collected"
"8491","H","IGHV3-15","collected"
"8491","L","IGLV3-1","collected"
"8492","H","IGHV3-66","collected"
"8492","L","IGLV3-21","collected"
"8493","H","IGHV2-5","collected"
"8493","L","IGLV1-40","collected"
"8494","H","IGHV3-43","collected"
"8494","L","IGKV4-1","collected"
"8495","H","IGHV4-39","collected"
"8495","L","IGKV1-33","collected"
"8496","H","IGHV4-4","collected"
"8496","L","IGKV4-1","collected"
"8497","H","IGHV4-4","collected"
"8497","L","IGLV1-40","collected"
"8498","H","IGHV1-69","collected"
"8498","L","IGLV3-1","collected"
"8499","H","IGHV5-51","collected"
"8499","L","IGKV3-15","collected"
"849","H","IGHV3-30","collected"
"849","L","IGLV1-47","collected"
"84","H","IGHV6-1","collected"
"84","L","IGKV1-39","collected"
"8500","H","IGHV3-30","collected"
"8500","L","IGKV1-33","collected"
"8501","H","IGHV4-59","collected"
"8501","L","IGKV4-1","collected"
"8502","H","IGHV4-59","collected"
"8502","L","IGKV1-27","collected"
"8503","H","IGHV2-70","collected"
"8503","L","IGLV3-25","collected"
"8504","H","IGHV2-70","collected"
"8504","L","IGLV3-25","collected"
"8505","H","IGHV3-66","collected"
"8505","L","IGLV1-51","collected"
"8506","H","IGHV4-59","collected"
"8506","L","IGKV4-1","collected"
"8507","H","IGHV4-4","collected"
"8507","L","IGKV4-1","collected"
"8508","H","IGHV3-30","collected"
"8508","L","IGLV1-44","collected"
"8509","H","IGHV4-31","collected"
"8509","L","IGKV4-1","collected"
"850","H","IGHV4-39","collected"
"850","L","IGKV1-12","collected"
"8510","H","IGHV3-23","collected"
"8510","L","IGKV1-5","collected"
"8511","H","IGHV4-59","collected"
"8511","L","IGKV4-1","collected"
"8512","H","IGHV3-21","collected"
"8512","L","IGLV9-49","collected"
"8513","H","IGHV5-51","collected"
"8513","L","IGKV1-33","collected"
"8514","H","IGHV4-4","collected"
"8514","L","IGKV1-39","collected"
"8515","H","IGHV1-69","collected"
"8515","L","IGLV3-1","collected"
"8516","H","IGHV4-31","collected"
"8516","L","IGKV3D-20","collected"
"8517","H","IGHV4-30-4","collected"
"8517","L","IGKV1D-13","collected"
"8518","H","IGHV3-48","collected"
"8518","L","IGLV6-57","collected"
"8519","H","IGHV4-59","collected"
"8519","L","IGKV4-1","collected"
"851","H","IGHV4-39","collected"
"851","L","IGKV1-9","collected"
"8520","H","IGHV1-69","collected"
"8520","L","IGKV1-33","collected"
"8521","H","IGHV3-11","collected"
"8521","L","IGLV9-49","collected"
"8522","H","IGHV3-66","collected"
"8522","L","IGKV1-33","collected"
"8523","H","IGHV3-30","collected"
"8523","L","IGLV3-19","collected"
"8524","H","IGHV4-39","collected"
"8524","L","IGKV1-5","collected"
"8525","H","IGHV4-59","collected"
"8525","L","IGLV3-25","collected"
"8526","H","IGHV4-4","collected"
"8526","L","IGKV4-1","collected"
"8527","H","IGHV5-51","collected"
"8527","L","IGKV3-11","collected"
"8528","H","IGHV1-18","collected"
